slf_condition,slf_pair_pat,slf_order_pat,slf_conf_pat,slf_reward_left,slf_reward_right,n,SLF_IMG_RESP.corr_mean,SLF_IMG_RESP.corr_raw,SLF_IMG_RESP.corr_std,SLF_IMG_RESP.keys_raw,SLF_IMG_RESP.rt_mean,SLF_IMG_RESP.rt_raw,SLF_IMG_RESP.rt_std,order
0,1,2,1,35,54,1.0,0.0,0.0,0.0,'left',0.7126990556716919,0.7126990556716919,0.0,2.0
0,3,1,2,55,31,1.0,0.0,0.0,0.0,'left',1.0674989223480225,1.0674989223480225,0.0,3.0
0,1,1,1,58,34,1.0,0.0,0.0,0.0,'right',1.030312180519104,1.030312180519104,0.0,4.0
0,2,2,1,23,42,1.0,0.0,0.0,0.0,'left',0.9116042852401733,0.9116042852401733,0.0,5.0
0,3,2,2,33,46,1.0,0.0,0.0,0.0,'right',1.0475302934646606,1.0475302934646606,0.0,6.0
0,2,1,1,45,35,1.0,0.0,0.0,0.0,'right',1.1733448505401611,1.1733448505401611,0.0,7.0
0,1,2,1,44,28,1.0,0.0,0.0,0.0,'right',3.2212419509887695,3.2212419509887695,0.0,8.0

extraInfo
participant,shiga
date,2023-06-28_16h49.23.505
expName,Pattern_3
psychopyVersion,2022.2.4
frameRate,None
